name,type,activity_code,activity,budget,memberships,zip,registerNumber,interestPercentage,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
Nokia Solutions and Networks GmbH & Co.KG,,ACT_ORGANIZATION,Unternehmen,270000.0,"['R000672', 'R002215', 'R002231', 'R002737', 'R002955', 'R004438']",81541.0,R002994,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software AG,,ACT_ORGANIZATION,Unternehmen,270000.0,"['R000672', 'R001564', 'R002221', 'R003404', 'R001795', 'R004438']",64242.0,R001345,0.3636363636363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Initiative D21 e.V.,,ACT_PRIVATE_ORGA,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",250000.0,['R004331'],10117.0,R003404,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verband Deutscher Zeitschriftenverleger e.V. - in Liquidation -  ,,ACT_EMPLOYER_ASSOC,Arbeitgeberverband,250000.0,[],10969.0,R001150,0.238095238095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deutsche Glasfaser Management,,ACT_ORGANIZATION,Unternehmen,250000.0,"['R002215', 'R002231', 'R002737']",40468.0,R002467,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesverband Audiovisuelle Medien e.V.,,ACT_TRADE_ASSOC,Wirtschaftsverband oder Gewerbeverband/-verein,240000.0,['R002509'],20459.0,R002603,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snap Camera GmbH,,ACT_ORGANIZATION,Unternehmen,240000.0,['R000672'],20354.0,R002997,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesverband Gesundheits-IT,,ACT_TRADE_ASSOC,Wirtschaftsverband oder Gewerbeverband/-verein,230000.0,['R000750'],10117.0,R000457,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zalando ,,ACT_ORGANIZATION,Unternehmen,230000.0,"['R000672', 'R000747', 'R001030']",10243.0,R003005,0.2105263157894736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TikTok Germany GmbH,,ACT_ORGANIZATION,Unternehmen,230000.0,"['R000672', 'R003188']",10245.0,R001450,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson & Johnson GmbH,,ACT_ORGANIZATION,Unternehmen,230000.0,['R001564'],41470.0,R001108,0.15625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VMware Gobal Inc. Zweigniederlassung Deutschland ,,ACT_ORGANIZATION,Unternehmen,220000.0,[],81829.0,R002881,0.238095238095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nect GmbH,,ACT_ORGANIZATION,Unternehmen,200000.0,"['R002203', 'R002709']",20457.0,R003231,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesverband Digitale Wirtschaft (BVDW) e.V.,,ACT_TRADE_ASSOC,Wirtschaftsverband oder Gewerbeverband/-verein,200000.0,[],10117.0,R000257,0.2941176470588235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trivago N.V.,,ACT_ORGANIZATION,Unternehmen,190000.0,['R002111'],40221.0,R002729,0.2631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALM - Akkreditierte Labore in der Medizin e.V.,,ACT_PROFESSION_ASSOC,Berufsverband,190000.0,[],10115.0,R001160,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWI GmbH,,ACT_ORGANIZATION,Unternehmen,190000.0,"['R000672', 'R003404', 'R003682', 'R001919']",53340.0,R001878,0.2777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericsson GmbH,,ACT_ORGANIZATION,Unternehmen,180000.0,"['R001564', 'R000751']",40549.0,R001102,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vereinigung Baden-Württembergische Wertpapierbörse e.V.,ORGANIZATION,ACT_PRIVATE_ORGA,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",180000.0,[],70174.0,R003908,0.1739130434782608,"{'clientReferenceUrl': 'https://www.lobbyregister.bundestag.dehttps://www.lobbyregister.bundestag.de/suche/R004480', 'name': 'Börse Stuttgart cats GmbH', 'phoneNumber': '+49711222985250', 'organizationEmails': ['bscats-info@boerse-stuttgart.de'], 'websites': ['https://www.bs-cats.com/'], 'legalRepresentatives': [{'commonFirstName': 'Michael', 'lastName': 'Görgens', 'function': 'Geschäftsführer', 'phoneNumber': '+4971122298525', 'organizationMemberEmails': ['bscats-info@boerse-stuttgart.de']}, {'commonFirstName': 'Dierk', 'lastName': 'Schaffer', 'function': 'Geschäftsführer', 'phoneNumber': '+49711222985250', 'organizationMemberEmails': ['bscats-info@boerse-stuttgart.de']}], 'address.type': 'NATIONAL', 'address.street': 'Börsenstraße', 'address.streetNumber': '4', 'address.zipCode': '70174', 'address.city': 'Stuttgart', 'address.country.code': 'DE', 'legalForm.code': 'LF_GMBH', 'legalForm.code_de': 'Gesellschaft mit beschränkter Haftung (GmbH)', 'legalForm.code_en': 'Limited liability company (GmbH)', 'legalForm.type': 'JURISTIC_PERSON'}","{'clientReferenceUrl': 'https://www.lobbyregister.bundestag.dehttps://www.lobbyregister.bundestag.de/suche/R004233', 'name': 'Börse Stuttgart GmbH', 'phoneNumber': '+497112229850', 'organizationEmails': ['info@boerse-stuttgart.de'], 'websites': ['https://www.boerse-stuttgart.de/de-DE'], 'legalRepresentatives': [{'commonFirstName': 'Michael', 'lastName': 'Jaeggi', 'function': 'Geschäftsführer', 'phoneNumber': '+4907112229850', 'organizationMemberEmails': ['info@boerse-stuttgart.de']}, {'academicDegreeBefore': 'Dr.', 'commonFirstName': 'Manfred', 'lastName': 'Pumbo', 'function': 'Geschäftsführer', 'phoneNumber': '+4907112229850', 'organizationMemberEmails': ['info@boerse-stuttgart.de']}, {'commonFirstName': 'Dragan', 'lastName': 'Radanovic', 'function': 'Geschäftsführer', 'phoneNumber': '+4907112229850', 'organizationMemberEmails': ['info@boerse-stuttgart.de']}, {'commonFirstName': 'Bincy ', 'lastName': 'Kochalumoottil', 'function': 'Geschäftsführerin', 'phoneNumber': '+497112229850', 'organizationMemberEmails': ['info@boerse-stuttgart.de']}], 'address.type': 'NATIONAL', 'address.street': 'Börsenstraße', 'address.streetNumber': '4', 'address.zipCode': '70174', 'address.city': 'Stuttgart', 'address.country.code': 'DE', 'legalForm.code': 'LF_GMBH', 'legalForm.code_de': 'Gesellschaft mit beschränkter Haftung (GmbH)', 'legalForm.code_en': 'Limited liability company (GmbH)', 'legalForm.type': 'JURISTIC_PERSON'}","{'clientReferenceUrl': 'https://www.lobbyregister.bundestag.dehttps://www.lobbyregister.bundestag.de/suche/R004234', 'name': 'EUWAX AG', 'phoneNumber': '+4907112229850', 'organizationEmails': ['investor.relations@boerse-stuttgart.de'], 'websites': ['https://www.euwax-ag.de/home/home.html'], 'legalRepresentatives': [{'commonFirstName': 'Dragan', 'lastName': 'Radanovic', 'function': 'Vorsitzender des Vorstands', 'phoneNumber': '+497112229850', 'organizationMemberEmails': ['investor.relations@boerse-stuttgart.de']}, {'academicDegreeBefore': 'Dr.', 'commonFirstName': 'Manfred', 'lastName': 'Pumbo', 'function': 'Mitglied des Vorstands', 'phoneNumber': '+497112229850', 'organizationMemberEmails': ['investor.relations@boerse-stuttgart.de']}], 'address.type': 'NATIONAL', 'address.street': 'Börsenstraße', 'address.streetNumber': '4', 'address.zipCode': '70174', 'address.city': 'Stuttgart', 'address.country.code': 'DE', 'legalForm.code': 'LF_AG', 'legalForm.code_de': 'Aktiengesellschaft (AG)', 'legalForm.code_en': 'Stock company (AG)', 'legalForm.type': 'JURISTIC_PERSON'}","{'clientReferenceUrl': 'https://www.lobbyregister.bundestag.dehttps://www.lobbyregister.bundestag.de/suche/R004419', 'name': 'Börse Stuttgart Securities GmbH', 'phoneNumber': '+497112229850', 'organizationEmails': ['info@boerse-stuttgart.de'], 'websites': ['https://www.euwax-gold.de'], 'legalRepresentatives': [{'commonFirstName': 'Dierk', 'lastName': 'Schaffer', 'function': 'Geschäftsführer', 'phoneNumber': '+497112229850', 'organizationMemberEmails': ['info@boerse-stuttgart.de']}, {'commonFirstName': 'Norbert', 'lastName': 'Paul', 'function': 'Geschäftsführer', 'phoneNumber': '+497112229850', 'organizationMemberEmails': ['info@boerse-stuttgart.de']}], 'address.type': 'NATIONAL', 'address.street': 'Börsenstraße', 'address.streetNumber': '4', 'address.zipCode': '70174', 'address.city': 'Stuttgart', 'address.country.code': 'DE', 'legalForm.code': 'LF_GMBH', 'legalForm.code_de': 'Gesellschaft mit beschränkter Haftung (GmbH)', 'legalForm.code_en': 'Limited liability company (GmbH)', 'legalForm.type': 'JURISTIC_PERSON'}","{'clientReferenceUrl': 'https://www.lobbyregister.bundestag.dehttps://www.lobbyregister.bundestag.de/suche/R004235', 'name': 'Börse Stuttgart Digital Holding GmbH', 'phoneNumber': '+497112229850', 'organizationEmails': ['info@boerse-stuttgart.de'], 'websites': ['https://www.boerse-stuttgart.de/'], 'legalRepresentatives': [{'academicDegreeBefore': 'Dr.', 'commonFirstName': 'Matthias', 'lastName': 'Voelkel', 'function': 'Geschäftsführer', 'phoneNumber': '+497112229850', 'organizationMemberEmails': ['info@boerse-stuttgart.de']}, {'academicDegreeBefore': 'Dr.', 'commonFirstName': 'Ulli', 'lastName': 'Spankowski', 'function': 'Geschäftsführer', 'phoneNumber': '+497112229850', 'organizationMemberEmails': ['info@boerse-stuttgart.de']}, {'academicDegreeBefore': 'Dr.', 'commonFirstName': 'Oliver', 'lastName': 'Vins', 'function': 'Geschäftsführer', 'phoneNumber': '+497112229850', 'organizationMemberEmails': ['info@boerse-stuttgart.de']}], 'address.type': 'NATIONAL', 'address.street': 'Börsenstraße', 'address.streetNumber': '4', 'address.zipCode': '70174', 'address.city': 'Stuttgart', 'address.country.code': 'DE', 'legalForm.code': 'LF_GMBH', 'legalForm.code_de': 'Gesellschaft mit beschränkter Haftung (GmbH)', 'legalForm.code_en': 'Limited liability company (GmbH)', 'legalForm.type': 'JURISTIC_PERSON'}","{'clientReferenceUrl': 'https://www.lobbyregister.bundestag.dehttps://www.lobbyregister.bundestag.de/suche/R004236', 'name': 'Börse Stuttgart Digital Ventures GmbH', 'phoneNumber': '+497112229850', 'organizationEmails': ['info@bsdv.vc'], 'websites': ['https://www.boerse-stuttgart.de/de-de/'], 'legalRepresentatives': [{'academicDegreeBefore': 'Dr.', 'commonFirstName': 'Matthias', 'lastName': 'Voelkel', 'function': 'Geschäftsführer', 'phoneNumber': '+497112229850', 'organizationMemberEmails': ['info@bsdv.vc']}, {'academicDegreeBefore': 'Dr.', 'commonFirstName': 'Ulli', 'lastName': 'Spankowski', 'function': 'Geschäftsführer', 'phoneNumber': '+497112229850', 'organizationMemberEmails': ['info@bsdv.vc']}, {'academicDegreeBefore': 'Dr.', 'commonFirstName': 'Oliver', 'lastName': 'Vins', 'function': 'Geschäftsführer', 'phoneNumber': '+497112229850', 'organizationMemberEmails': ['info@bsdv.vc']}], 'address.type': 'NATIONAL', 'address.street': 'Börsenstraße', 'address.streetNumber': '4', 'address.zipCode': '70174', 'address.city': 'Stuttgart', 'address.country.code': 'DE', 'legalForm.code': 'LF_GMBH', 'legalForm.code_de': 'Gesellschaft mit beschränkter Haftung (GmbH)', 'legalForm.code_en': 'Limited liability company (GmbH)', 'legalForm.type': 'JURISTIC_PERSON'}","{'clientReferenceUrl': 'https://www.lobbyregister.bundestag.dehttps://www.lobbyregister.bundestag.de/suche/R004335', 'name': 'blocknox GmbH', 'phoneNumber': '+497112229850', 'organizationEmails': ['info@boerse-stuttgart.de'], 'websites': ['https://www.boerse-stuttgart.de/de-DE'], 'legalRepresentatives': [{'academicDegreeBefore': 'Dr.', 'commonFirstName': 'Ulli', 'lastName': 'Spankowski', 'function': 'Geschäftsführer', 'phoneNumber': '+497112229850', 'organizationMemberEmails': ['info@boerse-stuttgart.de']}, {'academicDegreeBefore': 'Dr.', 'commonFirstName': 'Oliver', 'lastName': 'Vins', 'function': 'Geschäftsführer', 'phoneNumber': '+497112229850', 'organizationMemberEmails': ['info@boerse-stuttgart.de']}], 'address.type': 'NATIONAL', 'address.street': 'Börsenstraße', 'address.streetNumber': '4', 'address.zipCode': '70174', 'address.city': 'Stuttgart', 'address.country.code': 'DE', 'legalForm.code': 'LF_GMBH', 'legalForm.code_de': 'Gesellschaft mit beschränkter Haftung (GmbH)', 'legalForm.code_en': 'Limited liability company (GmbH)', 'legalForm.type': 'JURISTIC_PERSON'}","{'clientReferenceUrl': 'https://www.lobbyregister.bundestag.dehttps://www.lobbyregister.bundestag.de/suche/R004377', 'name': 'Börse Stuttgart Digital Exchange GmbH', 'phoneNumber': '+497112229850', 'organizationEmails': ['info@boerse-stuttgart.de'], 'websites': ['https://www.bsdex.de/de/'], 'legalRepresentatives': [{'commonFirstName': 'Harald', 'lastName': 'Patt', 'function': 'Geschäftsführer', 'phoneNumber': '+497112229850', 'organizationMemberEmails': ['support@bsdex.de']}, {'commonFirstName': 'Sebastian', 'lastName': 'Warnke', 'function': 'Geschäftsführer', 'phoneNumber': '+497112229850', 'organizationMemberEmails': ['support@bsdex.de']}], 'address.type': 'NATIONAL', 'address.street': 'Börsenstraße', 'address.streetNumber': '4', 'address.zipCode': '70174', 'address.city': 'Stuttgart', 'address.country.code': 'DE', 'legalForm.code': 'LF_GMBH', 'legalForm.code_de': 'Gesellschaft mit beschränkter Haftung (GmbH)', 'legalForm.code_en': 'Limited liability company (GmbH)', 'legalForm.type': 'JURISTIC_PERSON'}","{'clientReferenceUrl': 'https://www.lobbyregister.bundestag.dehttps://www.lobbyregister.bundestag.de/suche/R004301', 'name': 'Baden-Württembergische Wertpapierbörse GmbH', 'phoneNumber': '+497112229850', 'organizationEmails': ['info@boerse-stuttgart.de'], 'websites': ['https://www.boerse-stuttgart.de/de-DE'], 'legalRepresentatives': [{'commonFirstName': 'Oliver', 'lastName': 'Hans', 'function': 'Geschäftsführer', 'phoneNumber': '+497112229850', 'organizationMemberEmails': ['info@boerse-stuttgart.de']}, {'academicDegreeBefore': 'Dr.', 'commonFirstName': 'Constantin', 'lastName': 'Bettermann', 'function': 'Geschäftsführer', 'phoneNumber': '+497112229850', 'organizationMemberEmails': ['info@boerse-stuttgart.de']}], 'address.type': 'NATIONAL', 'address.street': 'Börsenstraße', 'address.streetNumber': '4', 'address.zipCode': '70174', 'address.city': 'Stuttgart', 'address.country.code': 'DE', 'legalForm.code': 'LF_GMBH', 'legalForm.code_de': 'Gesellschaft mit beschränkter Haftung (GmbH)', 'legalForm.code_en': 'Limited liability company (GmbH)', 'legalForm.type': 'JURISTIC_PERSON'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Service-now.com GmbH,,ACT_ORGANIZATION,Unternehmen,180000.0,['R000672'],80335.0,R003454,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doctolib GmbH,,ACT_ORGANIZATION,Unternehmen,180000.0,"['R000672', 'R000750', 'R000328', 'R001392']",10961.0,R001762,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Internet AG,ORGANIZATION,ACT_ORGANIZATION,Unternehmen,170000.0,['R002884'],56410.0,R001932,0.2142857142857142,"{'clientReferenceUrl': 'https://www.lobbyregister.bundestag.dehttps://www.lobbyregister.bundestag.de/suche/R001925', 'name': '1&1 Mail & Media Applications SE', 'phoneNumber': '+49302000938821', 'organizationEmails': ['hauptstadtbuero@mail-and-media.com'], 'websites': ['www.mail-and-media.com'], 'legalRepresentatives': [{'commonFirstName': 'Jan', 'lastName': 'Oetjen', 'function': 'Vorstand (CEO)', 'phoneNumber': '+49302000938821', 'organizationMemberEmails': ['hauptstadtbuero@mail-and-media.com']}, {'commonFirstName': 'Thomas', 'lastName': 'Ludwig', 'function': 'Vorstand (CIO)', 'phoneNumber': '+49302000938821', 'organizationMemberEmails': ['hauptstadtbuero@mail-and-media.com']}, {'commonFirstName': 'Rasmus', 'lastName': 'Giese', 'function': 'Vorstand (CSO)', 'phoneNumber': '+49302000938821', 'organizationMemberEmails': ['hauptstadtbuero@mail-and-media.com']}, {'commonFirstName': 'Alexander', 'lastName': 'Charles', 'function': 'Vorstand (CPO)', 'phoneNumber': '+49302000938823', 'organizationMemberEmails': ['hauptstadtbuero@mail-and-media.com']}, {'commonFirstName': 'Ralf', 'lastName': 'Hartings', 'function': 'Vorstand (CFO)', 'phoneNumber': '+49302000938821', 'organizationMemberEmails': ['hauptstadtbuero@mail-and-media.com']}], 'address.type': 'NATIONAL', 'address.street': 'Elgendorfer Straße ', 'address.streetNumber': '57', 'address.zipCode': '56410', 'address.city': 'Montabaur', 'address.country.code': 'DE', 'legalForm.code': 'LF_SE', 'legalForm.code_de': 'Europäische Aktiengesellschaft (SE)', 'legalForm.code_en': 'European stock company (SE)', 'legalForm.type': 'JURISTIC_PERSON'}","{'clientReferenceUrl': 'https://www.lobbyregister.bundestag.dehttps://www.lobbyregister.bundestag.de/suche/R001935', 'name': '1&1 Versatel GmbH', 'phoneNumber': '+49302000938821', 'organizationEmails': ['hauptstadtbuero@1und1.net'], 'websites': ['www.1und1.net'], 'legalRepresentatives': [{'academicDegreeBefore': 'Dr.', 'commonFirstName': 'Sören', 'lastName': 'Trebst', 'function': 'Geschäftsführer (CEO)', 'phoneNumber': '+49302000938821', 'organizationMemberEmails': ['hauptstadtbuero@1und1.net']}, {'commonFirstName': 'Guido', 'lastName': 'Mannshausen', 'function': 'Geschäftsführer (CFO)', 'phoneNumber': '+49302000938821', 'organizationMemberEmails': ['hauptstadtbuero@1und1.net']}, {'academicDegreeBefore': 'Dr.', 'commonFirstName': 'Martin', 'lastName': 'Fischer', 'function': 'Geschäftsführer (CTO)', 'phoneNumber': '+49302000938821', 'organizationMemberEmails': ['hauptstadtbuero@1und1.net']}, {'commonFirstName': 'Thomas', 'lastName': 'Heyder', 'function': 'Geschäftsführer (CSO)', 'phoneNumber': '+49302000938821', 'organizationMemberEmails': ['hauptstadtbuero@1und1.net']}, {'commonFirstName': 'Frank', 'lastName': 'Schulz', 'function': 'Geschäftsführer (CPO)', 'phoneNumber': '+49302000938821', 'organizationMemberEmails': ['hauptstadtbuero@1und1.net']}, {'commonFirstName': 'Ahmet', 'lastName': 'Yayan', 'function': 'COO', 'phoneNumber': '+490302000938821', 'organizationMemberEmails': ['hauptstadtbuero@1und1.net']}], 'address.type': 'NATIONAL', 'address.street': 'Wanheimer Straße', 'address.streetNumber': '90', 'address.zipCode': '40468', 'address.city': 'Düsseldorf', 'address.country.code': 'DE', 'legalForm.code': 'LF_GMBH', 'legalForm.code_de': 'Gesellschaft mit beschränkter Haftung (GmbH)', 'legalForm.code_en': 'Limited liability company (GmbH)', 'legalForm.type': 'JURISTIC_PERSON'}","{'clientReferenceUrl': 'https://www.lobbyregister.bundestag.dehttps://www.lobbyregister.bundestag.de/suche/R001939', 'name': 'IONOS Group SE', 'phoneNumber': '+49302000938821', 'organizationEmails': ['hauptstadtbuero@ionos.com'], 'websites': ['www.ionos.de'], 'legalRepresentatives': [{'commonFirstName': 'Achim', 'lastName': 'Weiß', 'function': 'Vorstand (CEO)', 'phoneNumber': '+49302000938821', 'organizationMemberEmails': ['hauptstadtbuero@ionos.com']}, {'commonFirstName': 'Britta', 'lastName': 'Schmidt', 'function': 'CFO', 'phoneNumber': '+49302000938821', 'organizationMemberEmails': ['hauptstadtbuero@ionos.com']}], 'address.type': 'NATIONAL', 'address.street': 'Elgendorfer Straße ', 'address.streetNumber': '57', 'address.zipCode': '56410', 'address.city': 'Montabaur', 'address.country.code': 'DE', 'legalForm.code': 'LF_SE', 'legalForm.code_de': 'Europäische Aktiengesellschaft (SE)', 'legalForm.code_en': 'European stock company (SE)', 'legalForm.type': 'JURISTIC_PERSON'}","{'clientReferenceUrl': 'https://www.lobbyregister.bundestag.dehttps://www.lobbyregister.bundestag.de/suche/R001943', 'name': '1&1 AG', 'phoneNumber': '+49302000938821', 'organizationEmails': ['hauptstadtbuero@1und1.ag'], 'websites': ['www.1und1.ag'], 'legalRepresentatives': [{'commonFirstName': 'Ralph', 'lastName': 'Dommermuth', 'function': 'Vorstand (CEO)', 'phoneNumber': '+49302000938821', 'organizationMemberEmails': ['hauptstadtbuero@1und1.ag']}, {'commonFirstName': 'Markus', 'lastName': 'Huhn ', 'function': 'Vorstand (CFO)', 'phoneNumber': '+49302000938821', 'organizationMemberEmails': ['hauptstadtbuero@1und1.ag']}, {'commonFirstName': 'Alessandro', 'lastName': 'Nava', 'function': 'Vorstand (COO)', 'phoneNumber': '+49302000938821', 'organizationMemberEmails': ['hauptstadtbuero@1und1.ag']}], 'address.type': 'NATIONAL', 'address.street': 'Elgendorfer Straße ', 'address.streetNumber': '57', 'address.zipCode': '56410', 'address.city': 'Montabaur', 'address.country.code': 'DE', 'legalForm.code': 'LF_AG', 'legalForm.code_de': 'Aktiengesellschaft (AG)', 'legalForm.code_en': 'Stock company (AG)', 'legalForm.type': 'JURISTIC_PERSON'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DocMorris N.V.,,ACT_ORGANIZATION,Unternehmen,160000.0,[],,R001920,0.3846153846153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dropbox Germany GmbH,,ACT_ORGANIZATION,Unternehmen,160000.0,"['R000672', 'R002737', 'R005004']",20457.0,R001859,0.3571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verband unabhängiger Musikunternehmer*innen,,ACT_TRADE_ASSOC,Wirtschaftsverband oder Gewerbeverband/-verein,160000.0,['R003675'],10623.0,R002499,0.1818181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
